,text_data,sentiment,label
1538,Hiburan yang sangat memuaskan dengan segala genre musik,1,Positive
1539,Hiburan yang sangat memuaskan dengan segala genre musik,1,Positive
1540,Bagus aplikasi nya bisa denger lagu apa saja,1,Positive
1541,"Ini gua mau beralih ke premium sulit amat, bukan masalah uangnya yang gak ada tapi emng lagi eror aja sistem nya ini, dari 3hari yang lalu gua coba ttp aja gak bisa dan juga fitur liriknya tuh hilang, punya temen gua masih ada tapi di guanya gak ada",0,Negative
1542,"Sekarang lagu kesukaan jadi tercampur sama lagu lain! Mana banyak iklannya lagi, tolong dong jangan pelit-pelit 😪 semua serba bayar",0,Negative
1543,"Enak banget pake Spotify, mau dengerin lagu apa aja bisa. Sangat membantu untuk yang suka dengerin lagu",1,Positive
1544,"Ada beberapa lagu yg ga ada liriknya, trs jg fitur share lirik story yg ada suara nya jg belum merata ke semua hp. Ayolah tingkatin lagi, udah beli premium masa cuma dpet bebas iklan doang",0,Negative
1545,Lagu²nya lumayan lengkap. Andai ada tarif promo yg bukan hanya pembelian pertama mungkin jadi lebih asyik,1,Positive
1546,apk cacat anj baru puter lagu trus keluar apk malah lagunya tapi dulu perasaan ga gini anj,0,Negative
1547,Kenapa sekarang spotify liriknya gak bisa muncul padahal jaringan bagus?,0,Negative
1548,"Spotify sekarang kenapa setiap mau beli premium selalu gagal dengan alasan tidak dapat terhubung, padahal koneksi internet/wifi lancar banget, pass mau batalin premium juga kayak gitu makin susah, di update juga udh tapi masih tetep bgitu.",0,Negative
1549,"Spotify sekarang kenapa setiap mau beli premium selalu gagal dengan alasan tidak dapat terhubung, padahal koneksi internet/wifi lancar banget, pass mau batalin premium juga kayak gitu makin susah, di update juga udh tapi masih tetep bgitu.",0,Negative
1550,Aplikasi nya bagus sih tapi akhir akhir ini sering muncul iklan terus ngelag gak kayak biasanya tolong di perbaiki ya,0,Negative
1551,Aplk nya ckp bgs tpi pas sya pke wifi kok jadi gabisa di pakai ya? Selalu blng offline pdhl wifi sya baik baik saja 🤔,0,Negative
1552,"Keseluruhan aplikasi ini bagus, (bagi pelanggan premium) dan jujur iklannya mengganggu, terus shuffle alias lagunya di putar rendom. Tapi gapapa overall it's okayyy Kalau boleh request, tampilan widgetnya dibuat cakep plissss, untuk pengguna android :>",1,Positive
1553,"Keseluruhan aplikasi ini bagus, (bagi pelanggan premium) dan jujur iklannya mengganggu, terus shuffle alias lagunya di putar rendom. Tapi gapapa overall it's okayyy Kalau boleh request, tampilan widgetnya dibuat cakep plissss, untuk pengguna android :>",1,Positive
1554,"sportify aneh, udah nyalain data tetep aja ga bisa buat setel lagu, ga worth it, males jadinya",0,Negative
1555,Setiap saya login pake paket data selalu ada offline padahal kuota saya ada sinyal bagus,0,Negative
1556,"Tolong diperbaiki lagi ini di saya spotifynya sebagian lagunya tidak ada liriknya tulisannya ""tidak dapat memuat lirik lagu ini"" Padahal yang lainnya bisa cuman ada beberapa lagu yang tidak bisa padahal jaringan saya sudah bagus",0,Negative
1557,"Tolong diperbaiki lagi ini di saya spotifynya sebagian lagunya tidak ada liriknya tulisannya ""tidak dapat memuat lirik lagu ini"" Padahal yang lainnya bisa cuman ada beberapa lagu yang tidak bisa padahal jaringan saya sudah bagus",0,Negative
1558,Udah bagus banyak pilihan lagu tetapi sekarang berbayar dan tidak bisa dilompati dan memilih lagu juga tidak bisa diulang😑,0,Negative
1559,Kebanyakan iklannya sampe BT dengerin iklan nya,0,Negative
1560,Kebanyakan iklannya sampe BT dengerin iklan nya,0,Negative
1561,"Entah knp nggak suka sama pengaturan apknya, nggak bisa dengerin lagu di playlist dengan susunan yang dimau, masa kalau mau denger lagu tertentu harus searching dulu, mana lagu di playlist nggak bisa diputar",0,Negative
1562,"Entah knp nggak suka sama pengaturan apknya, nggak bisa dengerin lagu di playlist dengan susunan yang dimau, masa kalau mau denger lagu tertentu harus searching dulu, mana lagu di playlist nggak bisa diputar",0,Negative
1564,Aplikasi spotify ini pas lagi main kenapa sih suka banget ge lag tolong gw sampe banting HP gara gara spotify ini perbaiki lagi atau spotify yng ganti rugi HP ku yng rusak gara gara spotify g mau tau harus ganti rugi pokok nya titik😡😡😡😡😡🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🤬🤬🤬🤬🤬😡🤬😡🤬🤬😡🤬🖕🏻😡🖕🏻🤬🤬🖕🏻🤬🖕🏻😡🖕🏻🤬🖕🏻😡🖕🏻😡,0,Negative
1565,"ga masalah sih dengan iklan dan segala macamnya,karena saya tau buat muter atau masukin lagu ke sebuah aplikasi tu ga gratis,cuma satu masalahnya liriknya kemana nih tiba tiba udah ga ada liriknya",0,Negative
1566,Malas betul . Setelah d update malah musiknya tdk bsa terputar. 30 detik sja langsung berhenti otomatis,0,Negative
1568,"Saya sangat puas dengan sportify,,aplikasi yang sangat bagus saat di gunakan",1,Positive
1569,"Kenapa ada tulisan ""Tidak dapat memuat lirik lagu"" padahal jaringan bagus",0,Negative
1570,Apk yang sangat menenangkan untuk mendengarkan musik,1,Positive
1571,"Sampah stelah update malah loading masuk lama bner sejam pdhal sinyal up to 4G+, skrng makin jadi sampah bnyak maunya bayar ini lah itulah pffff trash",0,Negative
1572,Apk ini lumayan bgs Maaf sy cm kasih bintang 3 karena masih ada lagu yg blm ada lirikny Terimakasih...,0,Negative
1573,"liriknya ga bisa dimuat terus, padahal jaringan bagus dan buka aplikasi lain lancar",0,Negative
1574,Banyak lagu nya apalagi playlist nya seru and mudah bgt ndegerin lagunya,1,Positive
1575,"Setiap mau bayar langganan mesti gak bisa (tidak bisa menghubung), padahal sebelum update gak ada masalah",0,Negative
1576,"kenapa jadi gabisa login ya? di desktop bisa padahal tpi di android gabisa, aneh banget",0,Negative
1577,"setelah di update kebanyakan lirik tidak tersedia padahal jaringan bagus dan tidak ada kendala lagunya juga sering di hapus entah kenapa, update sekarang makin buruk lebih bagus yang dulu yang tersedia lirik lagu",0,Negative
1578,"Sangat buruk padahal saya sudah punya akun dan sudah berlangganan paket premium, tapi sekarang saya tidak bisa masuk ke aplikasinya sudah coba masukan email dan kata sandi nya masih tidak bisa masuk, mohon untuk di perbaiki",0,Negative
1579,Mantap semua lagu kesukaan gw ada semua,1,Positive
1580,"Iklan udah gk ngotak, bukannya asik denger musik malah pusing denger iklan... Auto uninstall",0,Negative
1581,"Aplikasi musik terbaik, walaupun gratis tp kita masih bisa menikmati musik dgn fitur yang baik. Terimakasih",1,Positive
1582,"masa nyetel lagu doang suruh bayar, gua juga pake paket nyetel nya",0,Negative
1583,"Kenapa sebagian besar lagu, liriknya hilang semua ? Padahal sebelumnya ada.",0,Negative
1585,"Gw kesel bgt sama fitur shuffle pintar. Ganggu bgt anjg udh bayar premium, tiap gw mainin playlist shuffle pintar nya auto nyala.. padahal udh gw matiin berkali kali. Apus aja fiturnya bisa gasi? Gaberguna bgt lagi enak enak denger lagu yg kita suka tiba tiba ada lagu yg ga kita kenal samsek",0,Negative
1586,"mau dengerin lagu favorit dibilang nya ""lagu tidak tersedia """,0,Negative
1587,Bagus banget ini woy wajib banget apa lagi ini gratis banyak banget dan lengkap banget lagu nya semua ada wajib download ini sekarang juga,1,Positive
1588,Saat santai yg paling saya senangi duduk sambil dengar lagu pake aplikasi Spotify mantap bgt.,1,Positive
1589,Aplikasi sangat bagus dan mantap Mudah di gunakan dan fitur nya keren,1,Positive
1590,"ga suka sama font lirik terbarunya, kaya tipis tipis, lebih suka yang dulu sebelum update",0,Negative
1591,"Sekarang harus premium untuk milih lagu, alhasil saya hapus Spotify, saya benci aplikasi ini",0,Negative
1592,"Mohon tanya kak, kenapa search lagu just awake yang versi English gak bisa diputar yaa?!?! Padahal sudah ada lagu nya, cuman tertulis 'lagu ini tidak tersedia di perangkat mu"" Maksud nya gimana ya kak mohon di bantu😁😁",0,Negative
1593,"Wahhhh lagunya enak sekali didengar, Dan bagus saya suka .saya kasih bintang lima ya",1,Positive
1594,"kenapa ya beberapa lagu apalagi lagu yang inggris liriknya ga bisa di putar, padahal jaringan bagus, tolong di perbaiki, padahal download Spotify biar bisa dengerin lagu sambil liat lirik, ga paya nyari di google lagi, ehh malah sekarang liriknya ga bisa di putar, tolong di perbaiki...",0,Negative
1595,"kenapa ya beberapa lagu apalagi lagu yang inggris liriknya ga bisa di putar, padahal jaringan bagus, tolong di perbaiki, padahal download Spotify biar bisa dengerin lagu sambil liat lirik, ga paya nyari di google lagi, ehh malah sekarang liriknya ga bisa di putar, tolong di perbaiki...",0,Negative
1596,Sukaa💗 tpi bisa di upgrade lagi soalnya ada lagu yg kadang ga ada lirik nya.,0,Negative
1597,Ada semua lagu nya dan kualitas suara sangat bagus tapi banyak iklan tapi saya tetap sabar makasih spotify,0,Negative
1598,"Aplikasinya bagus saya suka. Walaupun banyak iklanya saat ganti lagu tapi ga papa karena saya juga ga make premium. Tapi ada bug yang sangat menggangu, tolong perbaiki bug lirik yang tidak muncul, padahal jaringan sudah stabil",0,Negative
1599,Sungguh bagus semua lagu yang saya ingin kan ada semua 100/100!,1,Positive
1600,Aplikasi in itu buat aku suka deh sm lagu nya bagus bagus juga lagu nya,1,Positive
1601,"Sayangnya, kalo mau offline harus beli premium",0,Negative
1602,Jadi ngga bisa pilih lagu lagi skrg....,0,Negative
1603,kenapa bila lagu di dowlad tdk bisa tersimpan di penyimpan,0,Negative
1604,"Kenapa di saya lirik nya selalu ada info ""tidak dapat membuat lirik"" Tolong diperbaiki saya sudah bersihkan cachenya tetep aja ga mau ngeload lirik nya tolong perbaiki!!",0,Negative
1605,"Apk nya bagusss bgtt buat dengrinn lagu,,,tpii iklannyaa itu lohh gk ngotakk,kbanyakaannn,baru dengerin 1 lagu,iklannya 2-3 bjirrrrr(ini dengerin lagu atau iklan dahh😁),dikitin yaa karna iklannya karna i maunya yg grtisan😁,,trus pas di update mlah makinn nyebelinn,,bsok"" di update kyak dlu lagi deh,yg bikin kesel iklannya sihh,,,sekian dan trimakasih😁",0,Negative
1607,Ini kenapa ya ada beberapa lagu yang g bisa memuat lirik padahal kemarin² bisa tolong di perbaiki,0,Negative
1608,"Spotify saya harap lebih mengurangi iklan untuk pengguna gratis,dan memperbaiki lirik lagu lagu yang kadang tidak muncul.",1,Positive
1609,Terimakasih udah Baik dan tanpa iklan,1,Positive
1610,"Kenaaapaaa gak ada lirik padahal aku dah Sabar nunggu iklannyaaaa ""tidak misa memuat lirik""😭😭 kenaaapaaaa Aku juga Uda ngelakuin cara yg web sportify kasih tau buat ngembaliin liriknya tapi tetep gak bisa uda ah bedmood🤬 semoga yg kerja di sportify harinya Senin terus cepet di perbaiki kalo gak aku santet min sportifynya, bapak aku dukun Loh. Emang bener Kalo mau ada liriknya harus premium? Uda ah aku santet beneran aja",0,Negative
1611,"Aneh bgtt ini spotify musicnya tiba-tiba berhenti sendiri, trus gk bisa diputer",0,Negative
1612,lirik nya hilang padahal jaringan baik baik aja dan jika mendengarkan lagu 2-5 lagu tb² ada iklan 30 detik itu sangat memggangi mohon untuk mengurangi iklan nya,0,Negative
1613,Keren tapi kalo lagunya lagu du puter iklannya jangan dulu muncul.top deh,0,Negative
1615,"Cuman knp ya akhir2 ini liriknyaa ngak muncul, padahal kan mau nyayi jugaa tpi ngk ada liriknya huhu",0,Negative
1616,"Banyak lagu yang tidak ada liriknya Dengan note ""tidak dapat memuat lirik pada lagu ini""",0,Negative
1617,"Tadinya mau kasih bintang 5, tapi pas setelah di upgrade lagi kenapa pilih lagunya ha bisa yaa ga seperti sebelumnya dan seenak dulu dengerin lagu nya.. Mohon maaf kalo gini terus cari apl musik yg lain lagi",0,Negative
1618,udah pasti ini bagus secara ini juga gratis bisa bayar juga lengkap lagi lagu nya,1,Positive
1619,"mls bgt denger iklan podcast horor, gue klo malem mau tdr selalu timer lagu² tbtb nongol iklan horor hadehh, dlu sering bgt denger podcast rintik sedu, skrng udh ngga krna jdi bnyk iklan podcast horor, ini gue udh stop denger podcast² kok malah ada lagi iklan horornya!!! menyebalkan :) untuk gue yg ga suka horor lebih baik pindah ke apk lain sih klo bgini caranya",0,Negative
1620,Kenapa ga bisa login ke spotify dan ada tulisan coba lagi? Pdhl email sama kata sandi bener,0,Negative
1621,"Ada Spotify,enjoy dimana saja dengerin musiknya👍❤",0,Negative
1622,Lebihbenak dari joox. Cuma tiap mau berlangganan premium suka ada tulisan coba lagi. Padahal internet udah kenceng. Kan kadi males ya,0,Negative
1623,"Lirik nya ga muncul, pdahal jaringan bagus dan kuota ku juga lancar aja",0,Negative
1624,suka mati mati sendiri padahal chance udah di hapus tapi masih suka mati sendiri.,0,Negative
1625,Mantap lengkap cmn metode pembayaran via gopay yg agak susah...harus buka di web,0,Negative
1626,"mantap appnya, pernah kena hack akun saya trs saya email dan fast respon, mantap lah",1,Positive
1627,"Dari saya, semenjak di update lirik nya ga bisa di lewatin dan di update kali ini lirik nya ga bisa di lihat / harus premium terimakasih",0,Negative
1628,"Update sekarang kenapa ya?,pas mau buka lirik ga ada liriknya sama sekali, padahal jaringan bagus banget.Tolong perbaiki lagi seperti semula 🙏🙏.",0,Negative
1629,"Bintang satu karna pas mau beli premium malah ada notif bertulis ""jaringan jelek"" Padahal jaringan sy bagus tolong di perbaiki dong karna meresahkan",0,Negative
1631,"Setiap hari dengerin lagu sih di spoti, trs bisa bikin playlist jg, saran nih, jangan sering sering muncul iklannya❤️🤲🤲🤲❤️🐱⚡🤲❤️❤️❤️❤️❤️",1,Positive
1632,Tolong jangan dibatasi putar lagunya mana premium lagi,0,Negative
1633,Tolong jangan dibatasi putar lagunya mana premium lagi,0,Negative
1634,"Liriknya kok hilangg, iklannya jga sekali hbis satu lagu udh iklan saja, biasanya jngn bikin kecewa Spotify, ayo developer tingkatkan lagi",0,Negative
1635,Ini kenapa jadi pada kga ada lirik nya anjiirrr!! Pdahal udah di update juga,1,Positive
1636,"Akun tiba"" keluar sendiri dan disuruh bikin akun baru ,, pake email yang sama dengan ini tapi status Premium hilang padahal masih tertulis berlangganan di Playstore",0,Negative
1637,"Mantap,keren...pokoknya puas dengan aplikasi musik yang satu ini...makasih setia menemani hari ku.. :-)",1,Positive
1638,Aplikasi yang cukup rekomen dengan jutaan pilihan lagu.gampang mengakses lagu2 terbaru,1,Positive
1639,Makasi karna aku udah dengerin lagu kesukaan saya nama lagu:aku tetap cinta walau tak bersuara. Makasi ya aku kasih bintang lima/5🌟 🌟 🌟 🌟 🌟 Dah aku mau lanjut ya mau dengerin:sweater weather😙😙😀😄😍🤩🤩😊😉,1,Positive
1640,Karena saya suka aja gitu kalo mau putar lagu kalo nggak di tau kan ada kikir nya 🖤 sukses terus Spotify🖤🖤🖤,1,Positive
1641,"Tolong perbaiki jadi tidak otomatis ngelink antar di web dan di HP, tolong balikin kaya kemarin² lagi biar otomatis dan bisa ngeremote",0,Negative
1642,Kenapa lirik lagunya jadi hilang semua begini? Ada apa dengan Spotify sekarang padahal dulu sudah sangat bagus tapi sekarang kenapa jadi begini??,0,Negative
1643,"aplikasinya sebenernya sih udah bagus. tp kenapa tbtb jd gaada lirik gini yaa? jujur sedih 😔😔. please spotify, gue gamau fitur apa”, balikin aja fitur liriknya. sekecewa itu gue sm lo spo grgr gada lirik 👎. nanti kalo fitur liriknya sudaaah dikembaliin lg gue kasih bintang 5 :D",0,Negative
1644,"ngebug terus dialihkan ke shuffle pintar padahal cuma mau shuffle biasa, sudah di ganti tapi otomatis ke shuffle pintar lagu",0,Negative
1645,Saya akan kasih lima bintang kalo nanti bisa tidak premium hehe tapi bagus apk ini sumpah 🤗,1,Positive
1646,Sangat membatu bisa dengar musik dan ceramah ustaz terkenal juga banyak lagu lagu lama memorian juga yg terbaru dan uptodate,1,Positive
1647,"Mohon maaf, aplikasi sudah bagus tpi, setiap memilih lagu harus menonton iklan premium yg 30detik,",0,Negative
1648,Liriknya kok gak ada ya padahal jaringan udah bagus tapi malah gak bisa membuat lirik aneh sekali🙂,0,Negative
1649,"Spotify gak main""cuy lagu nya ada semua mulai dari KPop,lagu'indonesiamaupun lagu""asia atau asing sekali pun,,buruan install Spotify guyss,,tenang aja gratis tanpa batas,,,buruan gihhh💗",1,Positive
1650,bagus banget tapi ada satu bug kadang kadang ditengah lagunya berhenti sendiri kira kira kenapa ya??,0,Negative
1651,bagus banget tapi ada satu bug kadang kadang ditengah lagunya berhenti sendiri kira kira kenapa ya??,0,Negative
1652,"Maaf tapi ada sedikit masalah untuk lirik lagu sekarang kenapa ngk muncul lagi yaa dulu ada liriknya tapi sekarang kok ngk muncul liriknya cuman ada tulisan ""tidak dapat memuat lirik untuk lagu ini"", padahal dulu ada liriknya jaringan saya juga bagus nhk ada masalah kok. Ntah ini bug atau emang sekarang ngk semua lagu ada liriknya tapii tolong di perbaiki yaa. Terimakasih",0,Negative
1653,Setelah update lirik lagunya gak muncul padahal jaringan nya lagi bagus,0,Negative
1654,"Bagus,kurangnya iklannya terlalu banyak,beberapa lagu tidak ada lirik terjemahannya bahkan tidak ada liriknya",0,Negative
1655,Saya tidak masalah dengan iklan Spotify tapi kenapa sekarang lirik lirik lagu kadang tidak bisa muncul? Padahal itu menjadi fitur yang sangat saya sukai. Tolong segera diperbaiki.,0,Negative
1656,Dengerin musik jadi lebih gampang dan asik.,1,Positive
1657,Dengerin musik jadi lebih gampang dan asik.,1,Positive
1658,Sayaaaaa sangatttt suka sama aplikasi ini iklannya passs tida berlebihan dan bisa gratisssss jugaaaa.terimakasii,1,Positive
1659,"Aplikasinya bagus banget Bisa dengar lagu dalam handphone sedsng mati,udahgitu suaranya bagus banget.",1,Positive
1660,"Aplikasinya bagus banget Bisa dengar lagu dalam handphone sedsng mati,udahgitu suaranya bagus banget.",1,Positive
1661,Lagu nya keren tp g bisa di nyalain pas lagi offline,0,Negative
1662,"Udah seminggu ini tidak bisa putar musik di Spotify tulisan nya "" Spotify saat ini di atur ke offline "" ada lagi "" tidak ada koneksi internet "" padahal data masih banyak , pake WiFi juga masih tidak bisa , udah di update juga , udah tutor di YouTube juga masih tidak bisa kebuka , tolong bisa di jelaskan masalah nya dimana ? Terimakasih 🙏",0,Negative
1663,"Lebih baik aplikasi sebelah (merah putih) karena pengelompokan lagunya sesuai genre dan kayak tau aja gitu lagu apa yg kita suka, terus ada videonya. Terus suara yg dihasilkan lebih powerful di apk sebelah makanya gw pake sampe sekarang",1,Positive
1664,Apk bagus iklanya gak terlalu menunggu terus lah pokok nya bagus banget makanya saya ratting b5,1,Positive
1665,Apk bagus iklanya gak terlalu menunggu terus lah pokok nya bagus banget makanya saya ratting b5,1,Positive
1666,"Mantap Sekali,Saya Bisa Mendengarkan Sambil Menyanyi Lagu Rohani Kristen Favorit Saya...Puji Tuhannn !!! 😄",1,Positive
1667,"tidak dapat menampilkan lirik semua, jadinya ribetttt, tolong perbaiki yahh!!!!",0,Negative
1668,"Bagus tpi tampilan yang gk ada lirik nya di kasih klip video, contoh lagu life is a highway yang cars, di kasih klip McQueen nya di dalem truk nya gitu",0,Negative
1669,Aplikasinya semakin bagus namun disayangkan tidak ada VIP yg gratis misal dengan nonton iklan bisa dapat VIP sekian menit jangan dengan tantanga spt VIP mini.. Kalau kasi gratis ya yang gratis bukan diskon. Terima kasih.,1,Positive
1670,Saya sangat menyukai aplikasi spotify. Dapat mendengarkan lagu pilihan sesuai dengan keinginan dan hampir semua lagu tersedia dengan lirik. Tapi entah mengapa belakangan ini beberapa lagu tidak dapat ditampilkan liriknya dan error. Mohon di bantu didalam penyelesaiannya. Terima kasih.,1,Positive
1671,Saya sangat menyukai aplikasi spotify. Dapat mendengarkan lagu pilihan sesuai dengan keinginan dan hampir semua lagu tersedia dengan lirik. Tapi entah mengapa belakangan ini beberapa lagu tidak dapat ditampilkan liriknya dan error. Mohon di bantu didalam penyelesaiannya. Terima kasih.,1,Positive
1672,"Banyak bugnya, seperti tidak dapat melihat lirik, ganti lagu padahal belum selesai dll, + iklan nya membuat saya malas mendengar kan Spotify lagi.",0,Negative
1673,Spotify sangat bagus untuk mendengarkan musik dan juga lengkap,1,Positive
1674,Untuk apk nya bagus menurut saya tapi knp lirik nya tidak bisa dimuat ?cmn itu saja yg lainnya bagus,0,Negative
1675,Aplikasi ini cukup baik terimakasih Spotify sudah menghibur saya dengan musik musik yang fresh setiap hari nya,1,Positive
1676,"Kenapa semenjak update terbaru, aplikasi ini tidak dapat login menggunakan facebook ? Tolong untuk diperbaiki.",0,Negative
1677,"Kenapa semenjak update terbaru, aplikasi ini tidak dapat login menggunakan facebook ? Tolong untuk diperbaiki.",0,Negative
1678,ini lagi ada masalah apa sih?lirik lagu yang biasanya ada jadi gada ini mkstnya gimana bang?hapus aja sekalian lagunya,0,Negative
1679,"kenapa ya Spotify saya gda lirik nya padahal uda di update,sempat saya instal ulang jg, suda di relakan ilang playlist saya tetep aja lirik nya tidak ada saat di instal ulang dan update",0,Negative
1680,Aplikasi nya bgus dan juga dengenrin lagu enak!,1,Positive
1681,"apa apaan, wifi nacar gaada masalah tiba tiba ada tulisan anda sedang offline dari man gua offline coba?!! udah 2 jam+ kaya gitu gabisa terus padahal mah jaringan udah bagus,pas di hapus trs di download lg gabisa masuk ke akun di suruh coba terus, kecewa! sekarang malah spotify gaada lirinya sama sekali!! mandang duit dah emosi sumpah udh gabisa denger lagu,lirik gaada,gabisa login, 1 star no respect for spotify rn.!",0,Negative
1682,"Bagus bgt ini aplikasi aku suka bgt, pokoknya ini aplikasi yang palu de best dehh👍🏻, aku suka sma aplikasi ini jadi aku kasih 5 BINTANG jadi bagi yang buat aplikasi ini, pokoknya ini bagus bgttt😁",1,Positive
1683,"Gratis dan bebas iklan . Mantaaf deeh,selama masih bisa gratis dan bebas iklan.",1,Positive
1684,iklannya ga ngotak. apa aku harus beli permium dlu 😔😔😔😔 egx ad dwuittt,0,Negative
1685,"Apk nya bagus tapi kok lirik nya banyak yang ilang ya,saya denger² kata nya kalo mau liat lirik nya harus premium 😐",0,Negative
1686,"We!! Ini gimana sih mau masuk ke fb kok harus masukin email dulu trs juga kalo lewat no hp ngga pernah bisa, trs juga tadi saya udah bener masukin pasword email saya tapi kok ngga bisa ini gimana nih jadinya bikin pusing aja",0,Negative
1687,Ini apk nya udah bagus tapi kenapa pas putar lagu gak sesuai sama lagunya terus juga banyak iklannya gak kaya yang dulu,0,Negative
1688,Bagus bisa dengerin lagu sambil main dan hampir semua lagu enak² dan bagus²,1,Positive
1689,Aplikasi apaan nih saya mau nyetel lagu di yutup malah jadi ke situ situ!!!,0,Negative
1690,Saya punya komplain tolong kurangi sedikit iklannya saya sebagai orang yang gratisan merasa sedikit mengganggu dan juga gatau ini bug apa bukan kenapa beberapa lirik lagu di saya ga ada/ tidak bisa memuat kenapa ya?,0,Negative
1691,"saya ga masalahin mengenai iklan sih, Spotify itu keren bgt tapi sayang seribu sayang, sekarang lirik nya harus premium dulu buat liatnya. dan menurut sya itu agak gimana ya, karena mungkin ga semua orang tertarik buat premium. nah selain itu juga beberapa download Spotify juga karena bisa liat lirik nya tapi ini malah ga semua ada, terutama lagu yang pakai lirik English",0,Negative
1692,Kenapa sekarang banyak lirik lagu yg tidak muncul? Padahal apknya juga sudah saya updat. Tolong perbaikan nya🙏,0,Negative
1693,"KENAPA LIRIKNYA ILANG-ILANGAN??? niatku download spotify kan biar bisa sekalian karaoke, tolong min perbaiki secepatnya, kalo dah bener aku balik lagi kasi bintang 5 ⭐⭐⭐⭐⭐",0,Negative
1694,"Setiap mau perpanjang premium selalu ""tidak dapat menghubungi"" Gimana lah 😔",0,Negative
1695,Aplikasi ini sangat membantu saya saya bisa mendengarkan musik sesuka hati saya,1,Positive
1696,"Kepada pihak spotify, aku kurang suka karna sekarang apa-apa harus premium. Jadi gak nyaman banget, padahal hanya ingin putar lagu. Ya aku tahu kamu mau orang berlangganan premium, tapi batasin lah jangan apa-apa harus premium. Gak nyaman banget pemakaian nya sekarang. Dan urutan lagu juga acak² bangett, tapi its ok lah buat problem satu ini. Tapi yang lainnya? Ga tahu lagi deh. Oh ya dan setiap mau putar lagu lainnya pasti muncul iklan, mana durasi 30 detik. bahkan 1 lagu bisa 1-2 iklan, gila.",0,Negative
1697,"Gmana caranya kalau buat karaokean ya, perasaan dlu bisa, ko skrg malah ga bisa..mohon infonya donggggg",0,Negative
1698,"Tiba² spotify nya rusak, gabisa memuat lirik, Lirik nya malah ilang, Nyetel lagu favorit pas selesai 1 lagi malah ganti lagu yg bukan favorit, Gasokakkkk",0,Negative
1699,Jujur ini apk nya bagus banget buat dengerin lagu but.... TOLONG LAH KENAPA LIRIK LAGU BTS GADA SEMUAA PERASAAN TADI ADA KALO MASALAH IKLAN SI GAMASALAH KARNA AKU EMANG GAK MAKE PREMIUM TAPI TOLONGIN LAHHH ADAIN LIRIKNYA 😭😭🥲🥲,0,Negative
1700,"1 lagu iklan nya 4x, setiap ganti lagu iklan nya 2x lebihhh, lirik nya selalu lag padahal jaringan bagus, di perbaiki!!!",0,Negative
1701,Bagus banget bisa mendengar kan lagu apa saja pokok nya bagus wajib donglot,1,Positive
1702,Bagus bangett... Tapiii kadang ada iklan nya lama...tapi gak papa,0,Negative
1703,"Aplikasi ini sangat lah bagus dan cocok untuk kita yang sedang ada masalah atau tidak tau cara menghibur diri tapi mohon agak dikurangi ya iklan nya soalnya Dikit² iklan Dikit-dikit iklan jadi, mohon dikurangi sedikit iklannya ya semoga yang baca ini bermanfaat 😁👍🏻",0,Negative
1704,"Aplikasi ini sangat lah bagus dan cocok untuk kita yang sedang ada masalah atau tidak tau cara menghibur diri tapi mohon agak dikurangi ya iklan nya soalnya Dikit² iklan Dikit-dikit iklan jadi, mohon dikurangi sedikit iklannya ya semoga yang baca ini bermanfaat 😁👍🏻",0,Negative
1705,Aplikasi gak guna katanya dengar kan lagu secara gratis malah harus VIP dulu gak jelas,0,Negative
1706,Aplikasi nya bagus tapi mohon iklannya di kurangi,0,Negative
1707,Aplikasi nya bagus tapi mohon iklannya di kurangi,0,Negative
1708,Bagus namun entah mengapa fitur lirik terkadang tidak muncul,0,Negative
1709,Bagus namun entah mengapa fitur lirik terkadang tidak muncul,0,Negative
1710,Knp sekarang beberapa lagu tidak ada liriknya? Padahal jaringan kencang tp liriknya tidak ada sama sekali.,0,Negative
1711,"Benerin dong bug nya, Pas nyetel lagu mau liat lirik nya malah ""Tidak dapat memuat lirik"" terus. Sampai di uninstall dulu tapi tetep aja gabisa.",0,Negative
1712,"Lagu² yg di berikan sangat lengkap,kemaren² gada masalah tapi beberapa waktu lalu tiba² banyak lagu yg liriknya tidak dapat di muat,sudah hapus chace bahkan reinstall tpi tetap aja gada perubahan,mohon untuk di tanggapi lebih lanjut",0,Negative
1713,"Lagu² yg di berikan sangat lengkap,kemaren² gada masalah tapi beberapa waktu lalu tiba² banyak lagu yg liriknya tidak dapat di muat,sudah hapus chace bahkan reinstall tpi tetap aja gada perubahan,mohon untuk di tanggapi lebih lanjut",0,Negative
1714,Sangat bagus dan luar biasa sungguh sangat membatu saya lagu apapun ada disini ♥️♥️♥️♥️♥️♥️♥️♥️👍👍👍👍👍👍🥰🥰🥰🥰🥰🥰🥰🥰,1,Positive
1715,"Lirik tidak bisa dimuat padahal jaringan bagus, dan lagunya suka tiba - tiba stop sendiri lalu keluar sendiri dari apk nya",0,Negative
1716,Spotif sangat bagus saya suka tapi Kenapa klo saya non aktif data ga bisa denger musik nyaa jadi tolong di perbaiki 🙏🙏🙏,0,Negative
1717,Spotif sangat bagus saya suka tapi Kenapa klo saya non aktif data ga bisa denger musik nyaa jadi tolong di perbaiki 🙏🙏🙏,0,Negative
1718,Bikin playlist isinya 20 malah yg keplay bukan yg di playlist,0,Negative
1720,"Bagus banget sampai sampai klo tdr harus dengar lagu dulu,wkwk",0,Negative
