,text_data,sentiment,label
261,Game bagus grafik baik tapi tolong dong update nya kecil aj inih game jdi gede banget GB nya banyak yg berhenti bukan karna ga mo maen tapi karna hp gak kuat jdi tolong puasin para pemain lah bikin ho kentang juga bisa maen jan GB nya udh gede di bikin trus makin gede kasian kan orng yg mo maen tapi hp gak bisa,0,Negative
262,Apa bisa setiap update nya bisa dioptimalkan agar tidak terlalu banya memakan penyimpanan telepon? Setiap update-nya sekarang mulai cukup besar. Agak sedikit khawatir dengan ruangan penyimpanan telepon nyg tidak mencukupi.,0,Negative
263,Karena saya masih pemula dan sudah AR 60 full star spiral,0,Negative
"265,""Sejauh ini game mihoyo emg bener"""" bagus"""" semuaa!! :D btw genshin termasuk game yg paling sering aku mainin dan di genshin juga seru banget primogemsnya lebih byk didapet gt (kec klo udah byk explo sm ar tinggi) gabut dan seret <D oiya mihoyo aku mau ngasih masukan aja, tolong utk sistem gachanya (mau char, wp,dll) itu tolong dipermudah lagi gt misal awalnya pitynya harus 90 jadi 70 gt atau 60 kebawah agar f2p bisa mendapatkan dgn mudah, serta grinding arte ada fitur bisa milih arte yg kita ingin"",1,Positive"
267,Sejauh ini aku main aku suka banget sama model gambar nya,1,Positive
273,Graphic bagus - desain character bagus - tiap character punya lore atau cerita sendiri yang unik - open world,1,Positive
275,Semuanya sudah sempurna tapi Sangat disayangkan,0,Negative
277,Game yang sangat bagus ya guys.... Tapi perlu diketahui jika game ini SANGAT PELIT!!!,0,Negative
280,Genshin Impact adalah permainan yang menakjubkan dengan dunia terbuka yang indah dan beragam karakter. Saya terpesona oleh grafiknya yang memukau dan mekanika pertarungan yang seru. Namun,1,Positive
283,Game ini bagus tetapi ada masalah untuk saya saat di archon quest inazuma,0,Negative
284,Bagus sih kalo data nya malah lama tapi gapapa ini bagus aja untuk dapat teman baru di dalam co op. Dan sekian nya terima kasih untuk genshin impact nya dan gw milih lumine/traveller dan grafiknya bagus sih agak lumayan tapi mohon gw gak bisa layar yang rusak sama wi fi nya,0,Negative
285,Bagus dari segi grafik nya.. Saran buat player yg mau donlaud: Kalau mau donlaud game ini mending liat memori sm Ram dulu deh,1,Positive
286,Game nya sudah oke mau dari segi grafik,1,Positive
289,Sejauh ini main Ganshin nggak ada keluhan sama sekali mulai dari grafik,1,Positive
290,Mantap sekali seperti final Fantasy tapi ini lebih asik karena bisa kapanpun saat-saat santai,1,Positive
295,Game Rpg terbaik yang pernah saya mainkan grafik yang,1,Positive
296,Lumayan lah game nya dari segi character,0,Negative
297,Maaf nieh ya aku kasih bintang 4 padahal Game nya sih seruu dan bagus,0,Negative
