,text_data,sentiment,label
249,Toko Bukalapak sangat bagus...saya salah satu peserta yang lolos prakerja...Bukalapak sangat membantu saya membeli pelatihan dengan cepat..dan seluruh prosesnya sangat cepat terimakasih,1,Positive
251,Bukalapak adalah tempat belanja yg paling menyenangkan,1,Positive
252,Saya sudah lama sekali belanja di buka lapak pelayanan sangat bagus. Dan kalau belanja online dibuka lapak sangat lengkap dan harganya pun sangat bagus dan terjangkau Terima kasih buka lapak,1,Positive
253,Masih tetap setia pada Bukakalapak mudah dan aman itu yang paling penting apalagi gratis ongkir nya layanan kurirnya mantap semua barang lengkap...... jadi tak perlu lagi cari di tempat lain cukup di Bukalapak,1,Positive
254,Ini aplikasi sudah jadi pro partai bukan pro rakyatlagi,0,Negative
"257,""Bagus untuk Bukalapak paylater nya, cuman untuk limitnya tidak naik"""" walaupun pembayaran dilancar dan dipercepat juga tetap saja tidak ada kenaikan limit, padahal sudah lama juga menggunakan Bukalapak paylater nya Tolong dong kasih kenaikan limitnya, soalnya cuman limit 500 ribu masih kurang dan untuk biaya nya jangan 20 ribu dong kurangin lagi dibikin gratis juga GPP, kan beli nya juga dibukalapak ngasih keuntungan dibukalapak jadi jangan ada biaya paylater nya"",0,Negative"
258,Hanya saja untuk penanganan masalah alamat dan kendala pengiriman masih lambat hingga sering terjadi proses return. Dan susah untuk di hubungkan dgn ekspedisi,0,Negative
259,Ngetik barang yang ingin dipesan gampang dan ada semua,1,Positive
260,Masih tetep yang paling enak di gunakan buat transaksi apapun,1,Positive
263,tolong di benahi! masa saya gk bisa liat pesanan saya!... saya kan harus tau pesanan saya di kirim atau belum dan baru sampai mana pesanan saya kalo sudah di krm... lah ini saya mau liat pesanan gk bisa selalu masalah gangguan.. padahal sinyal bagus!,0,Negative
264,Offer all bagus di bagian vouchernya,1,Positive
265,Untuk fitur paylater nya membantuðŸ‘ Namun masih ada beberapa yg bisa ditingkatkan,0,Negative
266,kode vocer KIRIMJT tidak bisa di pake katanya kuota vocher habis,0,Negative
267,Belanja bagus memberi keamanan buat pembeli. Cuma untuk produk kurang banyak. Semoga bukalapak mengajak umkm kecil utk berkembang,1,Positive
271,Barang yang di terima sesuai pesanan & dalam keadaan baik pula,1,Positive
272,gmn nich mau transaksi pake metode akulaku klo malah ribet dan susah,0,Negative
273,Sangat recomended. Selama ini sangat bagus...tingkatkan pelayanan tambah lebih baik,1,Positive
274,Akhirnya blaja pakai ini lg dan sudah ada perbaikan sudah mudah dipakai terima kasih mudah..mudah..langsung dapat blanja...,1,Positive
276,sebenernya biasa belanja pake buka lapak barang terjamin,1,Positive
278,Bukalapak sangat membantu sekali bagi masyarakat yg ingin belanja cepat lengkap dan instan ðŸ‘ðŸ‘ðŸ‘,1,Positive
279,Sukses terus buat bukalapak karena mempermudah transaksi kebutuhan sehari-hari dan yang pasti bukalapak adalah produk lokal,1,Positive
280,Transaksi lebih mudah dan gampang mendapatkan pelatihan prakerja yg lebih menarik dan mudah di pahami,1,Positive
281,Good tapi tolong lebih banyakin promo nya,0,Negative
282,Sampai saat ini puas belanja di Bukalapak.. ngk pernah ada masalah selama belanja di merchant.. pembayaran nya jg mudah.. bisa bayar 30hari pake paylater.. ðŸ˜. Sukses selalu buat Bukalapak..,1,Positive
283,Sangat membantu kita dalam mencari barang yang secara offline tidak ketemu,1,Positive
285,pengalaman saya saat membeli pelatihan prakerja di bukalapak sangat cepat dan tepat karena platform bukalapak menyediakan pelatihan yang sangat bagus dengan biaya yang terjangkau dan waktu yang tepat dan juga menjadi salah satu platform yang sangat diminati oleh banyak orang karena menjual barang yang berkualitas dan tidak gampang rusak ataupun kotor dengan adanya platform bukalapak kariermu bisa menambah pengetahuan saya tentang dasar dasar menyusun laporan keuangan yang benar dan ketelitiannya,1,Positive
286,Platform buka lapak terima kasih karna sudah menjadi aplikasi yg membantu untuk membeli pelatihan menguasi google ads Terimakasih banyak atas segala yg di berikan melalui aplikasi kasih ini Terus menjadi aplikasi yg luar bisa yang bisa membantu orang di luar sana dan terus berkembang sepanjang masa dan terus menjadi aplikasi yg bekerja sama dengan rumah siap kerja dan terus menjadi aplikasi kebangaan banyak orang terimakasih atas perhatiannya saya ucapkan terima kasih Kiranya amal baik Saudara,1,Positive
287,senang sekali belanja di bukalapak..semua mudah dari pembayaran dan belanja...ayo dowload,1,Positive
288,KEREN!!! Sejauh ini belum mengalami masalah pada aplikasi ataupun transaksi.,1,Positive
289,Tolong di perbaiki masak katagori barang cuma ada tiga. Game vocer dan digital.. saya mau jual kunci saja pusing . Makin buruk,0,Negative
290,Bagi saya yg males ke keluar dan malas tawar-tawar barang cukup ngebantu. Apalagi jika ongkir gratinya full,0,Negative
292,Sudah sekian kali Belum pernah di kecewakan sama bukalapak semoga aja seterusnya gitu Walau harga sedikit di atas tapi puas Kapok pakai si oren sama si ijo sering mengecewakan,0,Negative
293,bagus banget...paylater saya selalu diterima dan saya memmbayar nya tidak pernah ditanggal jatuh tempo atau setelah nya tapi kenapa limit saya tidak pernah naik,1,Positive
294,Pembayaran yg sangat mudah. dan kalo bisa pengajuan paylater nya dipermudah udh pengguna baru terima kasih,1,Positive
298,Untuk sekarang masih aman. Di kasih limit 500rb di paylater. Pengguna juga masih normal belum ada kendala. Semoga gak ada kendala kedepannya dan makin baik lagi ya,1,Positive
299,Pengeriman nya cepat barang bagus sesuai dengan keinginan... mantaps,1,Positive
